id,name,positions,foot,height,age,nationality,current_club,gls,assists,mp,cpf
cc86b9a3,Leon Goretzka,AM CM DM,Right,189,30,Germany,054efa67,5,2,36,c539e393 054efa67 b42c6323
048a1cbc,Raphael Guerreiro,FB WM,Left,170,31,Portugal,054efa67,5,4,30,74229020 d2c87802 054efa67 add600ae
88e357ef,Serge Gnabry,AM WM,Right,173,29,Germany,054efa67,6,7,37,60c6b05f 054efa67 033ea6b8 18bb7c10 62add3bf
042e8a49,Kingsley Coman,AM WM,Right,178,28,France,054efa67,6,4,37,e2d8892c 054efa67 e0652b02
2658c82f,Aleksandar Pavlovic,MF,None,None,21,Germany,054efa67,1,0,24,a4a1c462 054efa67 8b10a09d
ac861941,Eric Dier,CB DM,Right,188,31,England,054efa67,3,1,25,361ca564 13dc44fd 054efa67
3c6089ab,Thomas Muller,AM WM,Right,186,35,Germany,054efa67,4,5,40,054efa67
7ed08d5c,Josip Stanisic,FB,Right,186,25,Croatia,054efa67,0,2,18,a4a1c462 9133b975 054efa67 c7a9f859
925bbcdc,Jonas Urbig,GK,Right,189,21,Germany,054efa67,0,0,22,bc357bf7 5b499073 12192a4c 054efa67 5cb328f2 7978e9a3
a78ff07f,Joao Palhinha,CM DM,Right,190,29,Portugal,054efa67,0,0,21,fd962109 13dc44fd 69d84c29 054efa67 e4502862 19dc476f
6c8ddd52,Sacha Boey,FB,Right,166,24,France,054efa67,0,1,15,054efa67 ecd11ca2 8dfb7350 b3072e00
829aa60c,Mathys Tel,FW,None,183,20,France,361ca564,2,2,25,361ca564 054efa67 b3072e00
3f29b3ba,Daniel Peretz,GK,Right,187,24,Israel,054efa67,0,0,4,054efa67
204dded0,Hiroki Ito,CB,Left,186,25,Japan,054efa67,1,0,8,9c584cf2 16fa293c 598bc722 054efa67
7d3e7da6,Sven Ulreich,GK,Right,192,36,Germany,054efa67,0,0,2,26790c6a 054efa67 2959ee71 598bc722
e678d983,Adam Aznou,DF,None,None,18,Morocco,a4a1c462,0,0,13,a4a1c462 17859612 054efa67 8b10a09d
5360a956,Gabriel Vidovic,MF,None,180,21,Croatia,054efa67,0,0,3,209d7fa2 a224b06a 054efa67 8b10a09d edd0d381 a4a1c462
f5c4fd91,Arijon Ibrahimovic,FW,None,179,19,Germany,7213da33,0,0,3,6a7ad59d 054efa67 8b10a09d a4a1c462 7213da33
c7c26e61,Jonah Kusi-Asare,FW,None,None,17,Sweden,a4a1c462,0,0,1,a4a1c462 b0333581 054efa67
f6c57f0c,Wisdom Mike,FW,None,None,16,Germany,8b10a09d,0,0,0,a4a1c462 054efa67 8b10a09d
220c0445,Anthony Pavlesic,GK,None,None,19,Australia,a4a1c462,0,0,0,605aca82 a4a1c462 054efa67
a0deb1e9,Lennart Karl,MF,None,None,17,Germany,8b10a09d,0,0,0,a4a1c462 054efa67 8b10a09d
257e16ec,Leon Klanac,GK,None,None,18,Germany,a4a1c462,0,0,0,a4a1c462 8b10a09d
4ac730b2,Nestory Irankunda,MF,None,None,19,Australia,7b66a29c,0,3,15,a4302376 7b66a29c
25355bd8,Jonathan Asp Jensen,MF,None,None,19,Denmark,a4a1c462,0,0,0,a4a1c462 054efa67 8b10a09d
99a19e12,Max Schmitt,GK,None,189,19,Germany,a4a1c462,0,0,0,a4a1c462 054efa67 8b10a09d
445dff99,Noel Nkili,MF,None,None,19,Germany,a4a1c462,0,0,10,81d83299 a4a1c462 054efa67 60b5e41f b7f03da0 df7c9b00
a8f643c2,Tarek Buchmann,DF,None,None,20,Germany,054efa67,0,0,0,a4a1c462 8b10a09d
e06683ca,Virgil van Dijk,CB,Right,193,33,Netherlands,822bd0ba,4,1,44,ed54a8b3 b81aa4fa bec05adb 33c895d4 822bd0ba
e342ad68,Mohamed Salah,AM WM,Left,175,32,Egypt,822bd0ba,31,22,44,cff3d9bb d3d9424a cf74a709 421387cf 822bd0ba
b8e740fb,Ryan Gravenberch,CM DM WM,Right,190,22,Netherlands,822bd0ba,0,4,43,a26209d7 054efa67 822bd0ba 19c3f8c4
83d074ff,Alexis Mac Allister,AM CM DM WM,Right,174,26,Argentina,822bd0ba,7,5,42,795ca75e d07537b9 d01a653b 822bd0ba
934e1968,Dominik Szoboszlai,AM CM WM,Right,186,24,Hungary,822bd0ba,6,6,42,acbb6a5b 822bd0ba 50f2a074
4a1a9578,Luis Diaz,AM WM,Right,180,28,Colombia,822bd0ba,15,5,42,5e876ee6 822bd0ba b281fa3b
2e4f5f03,Andrew Robertson,FB,Left,178,31,Scotland,822bd0ba,0,1,39,e986ece7 822bd0ba bd8769d1
5ed9b537,Ibrahima Konate,CB,Right,193,25,France,822bd0ba,2,2,35,b9cd3c9a e850256c acbb6a5b 822bd0ba
cd1acf9d,Trent Alexander-Arnold,FB,Right,175,26,England,822bd0ba,3,7,39,071dd6bd 822bd0ba
7a2e46a8,Alisson,GK,Right,193,32,Brazil,822bd0ba,0,0,31,6f7e1f03 822bd0ba cf74a709
1971591f,Cody Gakpo,AM,Right,187,26,Netherlands,822bd0ba,12,4,40,e334d850 8e1ea572 822bd0ba
4fb9c88f,Curtis Jones,CM WM,Right,185,24,England,822bd0ba,3,5,38,33861392 071dd6bd 822bd0ba
4d77b365,Darwin Nunez,FW,Right,187,25,Uruguay,822bd0ba,6,3,36,78ecf4bb 822bd0ba a77c513e e2d73ee6
62d7ef38,Caoimhin Kelleher,GK,Right,188,26,Republic of Ireland,822bd0ba,0,0,14,33861392 071dd6bd 822bd0ba
178ae8f8,Diogo Jota,FW-MF,Right,178,28,Portugal,822bd0ba,6,3,28,822bd0ba 8cec06e1 f6af6f6f 5e876ee6
f315ca93,Kostas Tsimikas,FB,Left,177,28,Greece,822bd0ba,0,2,23,2fdb4aef f0479d7b 31aa0dd4 822bd0ba
4125cb98,Jarell Quansah,CB,None,197,22,England,822bd0ba,0,0,16,654f3ca6 33861392 071dd6bd 822bd0ba
bbd67769,Conor Bradley,FB,Right,181,21,Northern Ireland,822bd0ba,0,2,21,445d3104 071dd6bd 822bd0ba
7a11550b,Joe Gomez,CB FB,Right,188,27,England,822bd0ba,0,0,13,7a8db6d4 071dd6bd 822bd0ba
c149016b,Wataru Endo,CM DM,Right,178,32,Japan,822bd0ba,0,0,24,1a921e1f 598bc722 80328a1e 822bd0ba f812e711
b9e1436c,Harvey Elliott,WM,Left,170,22,England,822bd0ba,3,1,20,fd962109 415ce479 e090f40b 071dd6bd 822bd0ba
b0f7e36c,Federico Chiesa,WM,Right,175,27,Italy,822bd0ba,0,0,8,822bd0ba 421387cf e0652b02
2bc28bb9,Tyler Morton,CM DM,Right,178,22,England,822bd0ba,0,0,1,33861392 bd8769d1 e090f40b b4c2d36f 071dd6bd 822bd0ba
bf973eeb,James McConnell,MF,None,None,20,England,33861392,0,0,1,33861392 822bd0ba
1d3b3d77,Trey Nyoni,MF,None,None,17,England,33861392,0,0,1,cc320bb0 33861392 822bd0ba
003cf4d1,Jayden Danns,FW,None,None,19,England,8ef52968,0,0,2,33861392 822bd0ba
12bb4d6a,Vitezslav Jaros,GK,Right,184,23,Czech Republic,822bd0ba,0,0,1,3b27de1f 3f4fe568 071dd6bd 822bd0ba c6ce4b54
022eca88,Rio Ngumoha,FW,None,None,16,England,33861392,0,0,0,33861392
0d7be441,Isaac Mabaya,MF,None,None,20,England,33861392,0,0,0,33861392 071dd6bd
55f40df2,Trent Doherty,MF,None,None,18,Republic of Ireland,33861392,0,0,0,33861392
398a24f6,Amara Nallo,DF,None,None,18,England,33861392,0,0,1,33861392 822bd0ba
788cd1c9,James Norris,DF,None,195,22,England,a62918f6,0,0,0,33861392 071dd6bd 22327064
fd08a24b,Harvey Davies,GK,None,186,21,England,33861392,0,0,0,f13a527f 33861392 071dd6bd 822bd0ba
25683300,Kieran Morrison,MF,None,None,18,Northern Ireland,33861392,0,0,0,33861392
0426b987,Ranel Young,MF,None,None,19,England,33861392,0,0,0,33861392
4d1666ff,Jules Kounde,CB FB,Right,178,26,France,206d90db,2,6,45,ad2be733 123f3efe 206d90db
3423f250,Raphinha,AM WM,Left,176,28,Brazil,206d90db,29,17,46,5bfb9659 f205258a 13dc44fd b3072e00 3f319bc9 206d90db a93e668c
0d9b2d31,Pedri,AM CM WM,Right,174,22,Spain,206d90db,4,6,47,0049d422 206d90db
82ec26c1,Lamine Yamal,AM,Left,None,17,Spain,206d90db,11,15,44,206d90db
cc7888f3,Pau Cubarsi,CB,Right,181,18,Spain,206d90db,0,4,44,206d90db
3fc45c73,Inigo Martinez,CB,Left,181,33,Spain,206d90db,2,5,37,e31d1cd9 206d90db 2b390eca
8d78e732,Robert Lewandowski,FW,Right,185,36,Poland,206d90db,36,2,44,fdba14df 054efa67 206d90db add600ae
5ccc9672,Alejandro Balde,FB,Left,175,21,Spain,206d90db,0,6,38,206d90db
01b8a2b2,Wojciech Szczesny,GK,Right,195,35,Poland,206d90db,0,0,21,206d90db 18bb7c10 cd051869 cf74a709 e0652b02
2ef08833,Marc Casado,MF,None,172,21,Spain,206d90db,1,5,33,206d90db
1bacc518,Frenkie de Jong,CM DM WM,Right,180,27,Netherlands,206d90db,2,2,35,a26209d7 f0479d7b 206d90db 19c3f8c4
cc1c5035,Inaki Pena ,GK,Right,184,26,Spain,206d90db,0,0,20,ecd11ca2 206d90db
9e1035f8,Ferran Torres,AM WM,Right,184,25,Spain,206d90db,13,4,37,b8fd03ef dcc91a7b 206d90db
c1fe5f0b,Fermin Lopez,MF,None,None,21,Spain,206d90db,5,7,35,206d90db
2bed3eab,Eric Garcia,CB,Right,183,24,Spain,206d90db,3,2,34,e41e516f b8fd03ef 9024a00a 206d90db
ae44e8e2,Dani Olmo,AM,Right,176,27,Spain,206d90db,11,3,30,edd0d381 acbb6a5b 206d90db
b792c59d,Gerard Martin,DF,Left,None,23,Spain,206d90db,1,6,32,206d90db
19cae58d,Gavi,CM WM,Right,173,20,Spain,206d90db,1,1,32,206d90db
2bef2bca,Ronald Araujo,CB,Right,188,26,Uruguay,206d90db,2,1,18,d10036ca 206d90db
6f51e382,Marc-Andre ter Stegen,GK,Right,189,33,Germany,206d90db,0,0,8,32f3ee20 206d90db
2e31f3a6,Hector Fort,DF,Right,182,18,Spain,206d90db,0,0,16,206d90db
04e531b6,Pablo Torre,MF,None,173,22,Spain,206d90db,3,1,12,9024a00a 206d90db
e6e7c819,Pau Victor Delgado,FW,None,None,23,Spain,206d90db,2,1,25,9024a00a 206d90db
0ba976e4,Ansu Fati,FW,Right,178,22,Spain,206d90db,0,0,10,d07537b9 206d90db
29117812,Marc Bernal,MF,None,188,17,Spain,206d90db,0,0,3,206d90db
88507352,Sergi Dominguez,DF,None,None,20,Spain,206d90db,0,0,5,206d90db
1cb49278,Andreas Christensen,CB,Right,188,29,Denmark,206d90db,0,0,3,32f3ee20 cff3d9bb 206d90db
f9cbad15,Daniel Rodriguez,MF,None,None,19,Spain,206d90db,0,0,1,206d90db
285ff324,Toni Fernandez,MF,None,None,16,Spain,206d90db,0,0,0,206d90db
2eefd1b3,Andres Cuenca,DF,None,181,17,Spain,206d90db,0,0,1,206d90db
97022551,Alex Valle,DF,None,None,21,Spain,28c9c3cd,0,4,28,28c9c3cd b81aa4fa 206d90db 9800b6a1 73178cb3
64f76c60,Noah Darvich,MF,None,184,18,Germany,206d90db,0,0,0,32dd63ea 206d90db
0959c2a2,Federico Valverde,CM DM WM,Right,183,26,Uruguay,53a2f082,6,7,46,53a2f082 2a60ed82 e2d73ee6
42fd9c7f,Kylian Mbappe,FW-MF,Right,178,26,France,53a2f082,31,4,44,e2d8892c fd6114db 53a2f082
18b896d6,Antonio Rudiger,CB,Right,191,32,Germany,53a2f082,2,0,42,cff3d9bb 598bc722 53a2f082 09080694 2959ee71 cf74a709
1840e36d,Thibaut Courtois,GK,Left,199,32,Belgium,53a2f082,0,0,40,1e972a99 db3b9613 53a2f082 cff3d9bb
4f255115,Aurelien Tchouameni,CM DM,Right,185,25,France,53a2f082,0,0,40,123f3efe fd6114db 53a2f082
57d88cf9,Jude Bellingham,AM CM DM WM,Right,186,21,England,53a2f082,11,11,41,ec79b7c2 53a2f082 add600ae
7111d552,Vinicius Junior,AM,Right,177,24,Brazil,53a2f082,19,7,40,639950ae 53a2f082
8f5e92a6,Rodrygo,AM,Right,174,24,Brazil,53a2f082,11,7,42,712c528f 53a2f082
fd51b456,Lucas Vazquez,FB WM,Right,173,33,Spain,53a2f082,2,6,39,a8661628 53a2f082 1b286de7
4731cd4c,Raul Asencio,DF,None,None,22,Spain,53a2f082,0,2,30,53a2f082
6025fab1,Luka Modric,AM CM DM WM,Right,174,39,Croatia,53a2f082,2,7,45,361ca564 edd0d381 53a2f082
7226539b,Fran Garcia,FB,Left,167,25,Spain,53a2f082,0,2,36,98e8af82 53a2f082
3cefcaef,Ferland Mendy,FB,Left,178,29,France,53a2f082,0,2,25,5c2737db d53c0b06 53a2f082
407feb71,Brahim Diaz,AM,Right,170,25,Morocco,53a2f082,6,3,40,e41e516f b8fd03ef dc56fe14 53a2f082
7b9c2d84,Eduardo Camavinga,CM WM,Left,182,22,France,53a2f082,1,2,28,53a2f082 b3072e00
c0617e2b,Dani Ceballos,CM WM,Right,176,28,Spain,53a2f082,0,1,28,fc536746 18bb7c10 53a2f082
3741ca58,Arda Guler,MF,None,176,20,Turkey,53a2f082,3,4,31,53a2f082 ae1e2d7d
2784f898,Eder Militao,CB,Right,186,27,Brazil,53a2f082,1,1,16,5e876ee6 53a2f082 5f232eb1
3061e1ec,Andriy Lunin,GK,Right,191,26,Ukraine,53a2f082,0,0,7,ab358912 946a30cb 53a2f082 17859612 c4770a69 7c6f2c78
4958bfb2,Dani Carvajal,FB,Right,173,33,Spain,53a2f082,1,1,10,53a2f082 c7a9f859
a2728fbf,Endrick,FW,Left,173,18,Brazil,53a2f082,2,0,28,abdce579 53a2f082
05439de2,David Alaba,CB CM FB,Left,180,32,Austria,53a2f082,0,0,12,033ea6b8 9133b975 054efa67 53a2f082
4772b1d1,Jacobo Ramon,DF,None,None,20,Spain,53a2f082,0,0,2,53a2f082
5e550a91,Fran,GK,None,None,19,Spain,53a2f082,0,0,1,53a2f082
2b16b2f5,Diego Aguado,DF,None,None,18,Spain,53a2f082,0,0,0,53a2f082
beae81e1,Lorenzo Aguado,DF,None,177,22,Spain,53a2f082,0,0,2,53a2f082
39ef21fa,Chema,MF,None,None,20,Spain,53a2f082,0,0,1,53a2f082
c2111b45,Jesus Vallejo,CB,Right,183,28,Spain,53a2f082,0,0,1,a0435291 800303a0 53a2f082 f0ac8ee6 8cec06e1
74c2d562,Gonzalo Garcia,MF,None,None,21,Spain,53a2f082,0,0,0,53a2f082
79310b33,Daniel Yanez,MF,Left,177,18,Spain,53a2f082,0,0,1,53a2f082
4b3e1a38,Amir Rrahmani,CB,Right,190,31,Kosovo,d48ad4ff,1,2,35,0e72edf2 d48ad4ff edd0d381 ea115eb3 27b6696c
230a2fac,Giovanni Di Lorenzo,FB,Right,184,31,Italy,d48ad4ff,3,2,34,d48ad4ff a3d88bd8 46f8c29f
9413b19f,Alex Meret,GK,Left,185,28,Italy,d48ad4ff,0,0,31,d48ad4ff 1d2fe027 04eea015
e1cbb531,Stanislav Lobotka,CM DM,Right,170,30,Slovakia,d48ad4ff,0,1,31,d48ad4ff 1850e3f9 a26209d7 f25da7fb
6bb2c084,Andre-Frank Zambo Anguissa,CM DM WM,Right,184,29,Cameroon,d48ad4ff,6,4,32,fd962109 5725cc7b d48ad4ff 2a8183b3 7fdd64e0
d93c2511,Scott McTominay,CM DM,Right,192,28,Scotland,d48ad4ff,11,2,33,d48ad4ff 19538871 92aca032
5e861944,Matteo Politano,AM,Left,170,31,Italy,d48ad4ff,3,3,34,b985784c e2befd26 d609edc0 d48ad4ff
5eae500a,Romelu Lukaku,FW,Left,192,31,Belgium,d48ad4ff,12,10,33,19538871 cff3d9bb 60c6b05f d48ad4ff 08ad393c d609edc0 cf74a709 d3fd31cc
41c12f75,Mathias Olivera,FB,Left,184,27,Uruguay,d48ad4ff,0,2,29,b7e3e46e 26ebba72 d48ad4ff 7848bd64
4ae67f27,Alessandro Buongiorno,CB,Left,192,25,Italy,d48ad4ff,1,0,22,71f07916 a6a65dea 105360fe d48ad4ff
3626daea,Leonardo Spinazzola,DM FB WM,Right,186,32,Italy,d48ad4ff,1,1,24,45a2f824 2591250b a3d88bd8 e0652b02 37cba288 d48ad4ff cf74a709 922493f3 215a8f32
4f1e6a0b,David Neres,AM,Left,175,28,Brazil,d48ad4ff,2,4,25,5f232eb1 d48ad4ff a26209d7 a77c513e 19c3f8c4
dea88efd,Khvicha Kvaratskhelia,AM,Right,183,24,Georgia,e2d8892c,9,8,38,d48ad4ff 5625a7da 5a8dc328 e2d8892c
79083382,Juan Jesus,CB FB,Left,185,33,Brazil,d48ad4ff,0,1,15,d48ad4ff d609edc0 cf74a709
df10e27c,Billy Gilmour,CM DM,Right,170,23,Scotland,d48ad4ff,0,1,25,cff3d9bb d07537b9 d48ad4ff 1c781004 09080694
6e058f06,Giacomo Raspadori,FW-MF,Right,172,25,Italy,d48ad4ff,5,1,23,d48ad4ff e2befd26
eb0ec070,Pasquale Mazzocchi,FB,Right,183,29,Italy,d48ad4ff,0,0,18,c5577084 37cba288 d48ad4ff af5d5982 eab4234c
343c0d52,Giovanni Simeone,FW,Right,181,29,Argentina,d48ad4ff,1,1,28,ef99c78c 658bf2de 06c1606c c4260e09 0e72edf2 d48ad4ff 421387cf
97d7afbd,Elia Caprile,GK,Right,191,23,Italy,c4260e09,0,0,20,5bfb9659 a3d88bd8 cc919b35 c4260e09 01baa639 d48ad4ff a93e668c
2b8360f1,Cyril Ngonge,FW-MF,Left,179,24,Belgium,d48ad4ff,0,0,16,e334d850 8e1ea572 bec05adb 0e72edf2 d48ad4ff f1e6c5f1 bb14adb3
3239a8ed,Rafa Marin ,DF,None,191,22,Spain,d48ad4ff,0,0,4,d48ad4ff 8d6fd021 53a2f082
d328a254,Philip Billing,AM CM WM,Left,192,28,Denmark,d48ad4ff,1,0,17,d48ad4ff 4ba7cbea f5922ca5
d19ef4ef,Alessio Zerbin,DF-FW-MF,Right,182,26,Italy,af5d5982,1,0,17,d48ad4ff 6a7ad59d 21680aa4 af5d5982
c391a179,Michael Folorunsho,AM,Right,None,27,Italy,421387cf,0,1,23,21d18cee 46f8c29f 0e72edf2 01baa639 d48ad4ff 421387cf
41bd99ea,Simone Scuffet,GK,Right,187,28,Italy,d48ad4ff,0,0,14,28c9c3cd ff04e205 04eea015 c4260e09 d6ffefd1 d48ad4ff 68449f6d
0545a08e,Walid Cheddira,FW,None,186,27,Morocco,a8661628,1,1,21,d48ad4ff a8661628 6a7ad59d 01baa639
ca607d59,Noah Okafor,FW-MF,Right,185,24,Switzerland,d48ad4ff,1,1,20,dc56fe14 d3d9424a d48ad4ff 50f2a074
e95069bb,Nikita Contini Baranovsky,GK,Right,190,28,Italy,d48ad4ff,0,0,0,3074d7b1 2591250b 46f8c29f 8ff9e3b3 d48ad4ff f201f5dd
3b387cc7,Gianluca Gaetano,FW-MF,Right,181,25,Italy,c4260e09,2,4,26,d48ad4ff c4260e09 9aad3a77
95df20b2,Coli Saco,MF,Left,195,22,Mali,01baa639,0,0,11,d48ad4ff 01baa639
ab4f1aa9,Luis Hasa,MF,Right,None,21,Italy,d48ad4ff,0,0,0,ffcbe334 e0652b02
94bccc82,Natan,CB,Left,188,24,Brazil,fc536746,2,1,40,d48ad4ff 639950ae fc536746 f98930d1
bd142efb,Jonathan Tah,CB,Right,193,29,Germany,c7a9f859,3,0,41,26790c6a c7a9f859 b1278397
e61b8aee,Granit Xhaka,CM DM WM,Left,185,32,Switzerland,c7a9f859,2,7,42,32f3ee20 18bb7c10 d3d9424a c7a9f859
b1f4086c,Alex Grimaldo,DM FB,Left,170,29,Spain,c7a9f859,4,8,40,ea1d7427 c7a9f859 a77c513e
0c7a48f8,Piero Hincapie,CB FB,Left,182,23,Ecuador,c7a9f859,3,2,39,990519b8 c7a9f859
a73c8f95,Edmond Tapsoba,CB,Right,190,26,Burkina Faso,c7a9f859,0,0,36,3f319bc9 c7a9f859
74f2e748,Jeremie Frimpong,DM FB,Right,172,24,Netherlands,c7a9f859,4,8,42,e41e516f b81aa4fa c7a9f859
e7fcf289,Florian Wirtz,AM,Right,175,22,Germany,c7a9f859,16,11,38,c7a9f859 ecf53eea 5b499073
ad3389d5,Lukas Hradecky,GK,Right,187,35,Finland,c7a9f859,0,0,31,c7a9f859 31aa0dd4 ab75e049 f0ac8ee6
5d4f7d61,Patrik Schick,FW,Left,186,29,Czech Republic,c7a9f859,20,0,37,c7a9f859 4a2ec81c 8ff9e3b3 acbb6a5b cf74a709 ecb862be
e0b113a7,Robert Andrich,CM DM,Right,185,30,Germany,c7a9f859,2,3,28,ac36c181 18d9d2a7 c7a9f859 7a41008f 432f2430
a10361d2,Aleix Garcia,CM DM,Right,173,27,Spain,c7a9f859,4,3,36,9024a00a c7a9f859 4472d406 e41e516f f780fd06 bea5c710 b8fd03ef
e82adcab,Exequiel Palacios,CM DM,Right,177,26,Argentina,c7a9f859,1,6,32,ef99c78c c7a9f859
f1e94cd6,Nathan Tella,AM,Right,173,25,Nigeria,c7a9f859,3,4,32,33c895d4 ed54a8b3 943e8050 c7a9f859
ac73ec79,Nordi Mukiele,CB FB,Right,185,27,France,c7a9f859,2,1,20,281b0e73 c7a9f859 66cc304a e2d8892c acbb6a5b
b146275b,Victor Boniface,FW,Right,189,24,Nigeria,c7a9f859,9,1,23,e14f61a5 d86248bd c7a9f859
bc67a0e1,Matej Kovar,GK,None,184,24,Czech Republic,c7a9f859,0,0,11,19538871 1b295b25 c7a9f859 b09787c5 ecb862be 92aca032
dcfb17f4,Amine Adli,FW-MF,Left,174,24,Morocco,c7a9f859,2,0,23,c7a9f859 3f8c4b5f
8a958856,Arthur,DF,Right,None,22,Brazil,c7a9f859,0,1,23,1f68d780 c7a9f859
5148dcc5,Martin Terrier,AM,Right,183,28,France,c7a9f859,2,2,19,c7a9f859 b3072e00 cb188c0c d53c0b06 c0d3eab4
2903a856,Jonas Hofmann,AM WM,Right,176,32,Germany,c7a9f859,1,2,13,c7a9f859 a224b06a 32f3ee20 40347053 add600ae
555f3a0b,Mario Hermoso,CB,Left,181,29,Spain,c7a9f859,1,0,18,c7a9f859 db3b9613 17859612 cf74a709 a8661628
66b76d44,Emi Buendia,AM,Right,170,28,Argentina,c7a9f859,2,0,28,8602292d c7a9f859 38bf50d2 1c781004 7848bd64
c678ddd7,Jeanuel Belocian,DF,None,186,20,France,c7a9f859,0,0,7,c7a9f859 b3072e00
88d7a0d3,Francis Onyeka,FW,None,None,18,Germany,ecf53eea,0,0,1,45a67fe8 ecf53eea c7a9f859
44a78efb,Artem Stepanov,FW,None,None,17,Ukraine,ecf53eea,0,0,2,45a67fe8 ecf53eea c7a9f859
